A16S.MEG_10_Drugs_Aminoglycosides_Aminoglycoside_resistant_16S_ribosomal_subunit_protein_A16S_RequiresSNPConfirmation was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6248_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6249_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6256_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6258_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6259_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6260_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6261_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6262_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6282_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6283_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6296_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6307_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6316_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6340_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6344_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6345_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6346_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6347_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6348_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6361_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6366_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6367_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6368_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6369_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6370_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6371_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6372_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6373_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6374_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6377_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6378_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6381_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6382_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6383_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6405_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6413_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6414_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6416_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6417_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6418_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6419_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6420_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6421_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6422_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6423_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6424_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6427_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6428_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6429_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6430_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6433_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6443_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6447_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6448_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6449_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6453_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6454_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6455_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6456_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6458_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6461_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6462_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6463_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6464_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6465_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6468_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6469_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6470_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6471_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6473_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6483_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6484_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6485_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6486_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6487_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6488_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6491_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6493_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SHV.MEG_6495_Drugs_betalactams_Class_A_betalactamases_SHV was removed because it failed filtering checks, so removing its metadata
SMRA.MEG_6535_Biocides_Multi_biocide_resistance_Multi_biocide_ABC_efflux_pump_SMRA was removed because it failed filtering checks, so removing its metadata
SODA.MEG_6543_Biocides_Peroxide_resistance_peroxide_resistance_protein_SODA was removed because it failed filtering checks, so removing its metadata
SULI.MEG_6602_Drugs_Sulfonamides_Sulfonamide_resistant_dihydropteroate_synthases_SULI was removed because it failed filtering checks, so removing its metadata
SULI.MEG_6615_Drugs_Sulfonamides_Sulfonamide_resistant_dihydropteroate_synthases_SULI was removed because it failed filtering checks, so removing its metadata
SULIV.MEG_6640_Drugs_Sulfonamides_Sulfonamide_resistant_dihydropteroate_synthases_SULIV was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6684_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6685_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6686_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6703_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6728_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6748_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6754_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6755_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6756_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6800_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6813_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6823_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6830_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6833_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6840_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6853_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6859_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6860_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6861_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6862_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6866_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6867_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6868_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6869_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6870_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6871_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6872_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6873_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6874_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6875_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6876_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6877_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6878_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6879_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6880_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6881_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6882_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6883_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6884_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6885_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6886_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6887_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6888_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6889_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6890_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6891_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6892_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6893_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6894_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6895_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6896_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6898_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6900_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6901_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6902_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6903_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6904_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6905_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6906_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6907_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6908_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6909_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6910_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6911_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6912_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6913_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6914_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6915_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6916_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6917_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6918_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6919_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6920_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6921_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6922_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6923_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6924_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6925_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6926_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6927_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6928_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6929_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6930_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6931_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6932_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6934_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6935_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6936_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6937_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6938_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6939_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6940_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6941_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6942_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6943_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6944_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6945_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TEM.MEG_6951_Drugs_betalactams_Class_A_betalactamases_TEM was removed because it failed filtering checks, so removing its metadata
TET16S.MEG_6963_Drugs_Tetracyclines_Tetracycline_resistant_16S_ribosomal_subunit_protein_TET16S_RequiresSNPConfirmation was removed because it failed filtering checks, so removing its metadata
TET16S.MEG_6964_Drugs_Tetracyclines_Tetracycline_resistant_16S_ribosomal_subunit_protein_TET16S_RequiresSNPConfirmation was removed because it failed filtering checks, so removing its metadata
TET33.MEG_6974_Drugs_Tetracyclines_Tetracycline_resistance_MFS_efflux_pumps_TET33 was removed because it failed filtering checks, so removing its metadata
TET39.MEG_6988_Drugs_Tetracyclines_Tetracycline_resistance_MFS_efflux_pumps_TET39 was removed because it failed filtering checks, so removing its metadata
TET39.MEG_6989_Drugs_Tetracyclines_Tetracycline_resistance_MFS_efflux_pumps_TET39 was removed because it failed filtering checks, so removing its metadata
TETA.MEG_7030_Drugs_Tetracyclines_Tetracycline_resistance_MFS_efflux_pumps_TETA was removed because it failed filtering checks, so removing its metadata
TETC.MEG_7064_Drugs_Tetracyclines_Tetracycline_resistance_MFS_efflux_pumps_TETC was removed because it failed filtering checks, so removing its metadata
TETC.MEG_7066_Drugs_Tetracyclines_Tetracycline_resistance_MFS_efflux_pumps_TETC was removed because it failed filtering checks, so removing its metadata
TETE.MEG_7074_Drugs_Tetracyclines_Tetracycline_resistance_MFS_efflux_pumps_TETE was removed because it failed filtering checks, so removing its metadata
TETE.MEG_7075_Drugs_Tetracyclines_Tetracycline_resistance_MFS_efflux_pumps_TETE was removed because it failed filtering checks, so removing its metadata
TETG.MEG_7079_Drugs_Tetracyclines_Tetracycline_resistance_MFS_efflux_pumps_TETG was removed because it failed filtering checks, so removing its metadata
TETO.MEG_7163_Drugs_Tetracyclines_Tetracycline_resistance_ribosomal_protection_proteins_TETO was removed because it failed filtering checks, so removing its metadata
TETO.MEG_7169_Drugs_Tetracyclines_Tetracycline_resistance_ribosomal_protection_proteins_TETO was removed because it failed filtering checks, so removing its metadata
TETO.MEG_7170_Drugs_Tetracyclines_Tetracycline_resistance_ribosomal_protection_proteins_TETO was removed because it failed filtering checks, so removing its metadata
TETO.MEG_7173_Drugs_Tetracyclines_Tetracycline_resistance_ribosomal_protection_proteins_TETO was removed because it failed filtering checks, so removing its metadata
TETO.MEG_7174_Drugs_Tetracyclines_Tetracycline_resistance_ribosomal_protection_proteins_TETO was removed because it failed filtering checks, so removing its metadata
TETW.MEG_7229_Drugs_Tetracyclines_Tetracycline_resistance_ribosomal_protection_proteins_TETW was removed because it failed filtering checks, so removing its metadata
TOLC.MEG_7265_Biocides_Multi_biocide_resistance_Multi_biocide_RND_efflux_pump_TOLC was removed because it failed filtering checks, so removing its metadata
VANA.MEG_7344_Drugs_Glycopeptides_VanA_type_resistance_protein_VANA was removed because it failed filtering checks, so removing its metadata
VANC.MEG_7371_Drugs_Glycopeptides_VanC_type_resistance_protein_VANC was removed because it failed filtering checks, so removing its metadata
VANC.MEG_7372_Drugs_Glycopeptides_VanC_type_resistance_protein_VANC was removed because it failed filtering checks, so removing its metadata
VANC.MEG_7373_Drugs_Glycopeptides_VanC_type_resistance_protein_VANC was removed because it failed filtering checks, so removing its metadata
VANC.MEG_7374_Drugs_Glycopeptides_VanC_type_resistance_protein_VANC was removed because it failed filtering checks, so removing its metadata
VANC.MEG_7375_Drugs_Glycopeptides_VanC_type_resistance_protein_VANC was removed because it failed filtering checks, so removing its metadata
VANC.MEG_7376_Drugs_Glycopeptides_VanC_type_resistance_protein_VANC was removed because it failed filtering checks, so removing its metadata
VANC.MEG_7377_Drugs_Glycopeptides_VanC_type_resistance_protein_VANC was removed because it failed filtering checks, so removing its metadata
VANC.MEG_7378_Drugs_Glycopeptides_VanC_type_resistance_protein_VANC was removed because it failed filtering checks, so removing its metadata
VANC.MEG_7379_Drugs_Glycopeptides_VanC_type_resistance_protein_VANC was removed because it failed filtering checks, so removing its metadata
VANC.MEG_7380_Drugs_Glycopeptides_VanC_type_resistance_protein_VANC was removed because it failed filtering checks, so removing its metadata
VANC.MEG_7381_Drugs_Glycopeptides_VanC_type_resistance_protein_VANC was removed because it failed filtering checks, so removing its metadata
VANC.MEG_7382_Drugs_Glycopeptides_VanC_type_resistance_protein_VANC was removed because it failed filtering checks, so removing its metadata
VANE.MEG_7390_Drugs_Glycopeptides_VanE_type_resistance_protein_VANE was removed because it failed filtering checks, so removing its metadata
VANE.MEG_7391_Drugs_Glycopeptides_VanE_type_resistance_protein_VANE was removed because it failed filtering checks, so removing its metadata
VANG.MEG_7396_Drugs_Glycopeptides_VanG_type_resistance_protein_VANG was removed because it failed filtering checks, so removing its metadata
VANG.MEG_7397_Drugs_Glycopeptides_VanG_type_resistance_protein_VANG was removed because it failed filtering checks, so removing its metadata
VANHA.MEG_7399_Drugs_Glycopeptides_VanA_type_resistance_protein_VANHA was removed because it failed filtering checks, so removing its metadata
VANHA.MEG_7408_Drugs_Glycopeptides_VanA_type_resistance_protein_VANHA was removed because it failed filtering checks, so removing its metadata
VANHA.MEG_7409_Drugs_Glycopeptides_VanA_type_resistance_protein_VANHA was removed because it failed filtering checks, so removing its metadata
VANHA.MEG_7410_Drugs_Glycopeptides_VanA_type_resistance_protein_VANHA was removed because it failed filtering checks, so removing its metadata
VANHA.MEG_7411_Drugs_Glycopeptides_VanA_type_resistance_protein_VANHA was removed because it failed filtering checks, so removing its metadata
VANHA.MEG_7412_Drugs_Glycopeptides_VanA_type_resistance_protein_VANHA was removed because it failed filtering checks, so removing its metadata
VANHB.MEG_7417_Drugs_Glycopeptides_VanB_type_resistance_protein_VANHB was removed because it failed filtering checks, so removing its metadata
VANHB.MEG_7418_Drugs_Glycopeptides_VanB_type_resistance_protein_VANHB was removed because it failed filtering checks, so removing its metadata
VANHD.MEG_7429_Drugs_Glycopeptides_VanD_type_resistance_protein_VANHD was removed because it failed filtering checks, so removing its metadata
VANHD.MEG_7430_Drugs_Glycopeptides_VanD_type_resistance_protein_VANHD was removed because it failed filtering checks, so removing its metadata
VANHD.MEG_7431_Drugs_Glycopeptides_VanD_type_resistance_protein_VANHD was removed because it failed filtering checks, so removing its metadata
VANHD.MEG_7432_Drugs_Glycopeptides_VanD_type_resistance_protein_VANHD was removed because it failed filtering checks, so removing its metadata
VANHD.MEG_7433_Drugs_Glycopeptides_VanD_type_resistance_protein_VANHD was removed because it failed filtering checks, so removing its metadata
VANHD.MEG_7434_Drugs_Glycopeptides_VanD_type_resistance_protein_VANHD was removed because it failed filtering checks, so removing its metadata
VANHD.MEG_7435_Drugs_Glycopeptides_VanD_type_resistance_protein_VANHD was removed because it failed filtering checks, so removing its metadata
VANHD.MEG_7436_Drugs_Glycopeptides_VanD_type_resistance_protein_VANHD was removed because it failed filtering checks, so removing its metadata
VANHD.MEG_7437_Drugs_Glycopeptides_VanD_type_resistance_protein_VANHD was removed because it failed filtering checks, so removing its metadata
VANHD.MEG_7438_Drugs_Glycopeptides_VanD_type_resistance_protein_VANHD was removed because it failed filtering checks, so removing its metadata
VANL.MEG_7445_Drugs_Glycopeptides_VanL_type_resistance_protein_VANL was removed because it failed filtering checks, so removing its metadata
VANN.MEG_7447_Drugs_Glycopeptides_VanN_type_resistance_protein_VANN was removed because it failed filtering checks, so removing its metadata
